,Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
2379,2015-11-26,Grofers,Unknown,Hyper-local Grocery Delivery platform,Gurgaon,"softbank, tiger global, sequoia capital, apoletto managers",Private Equity,120000000.0,http://www.grofers.com
2380,2015-11-26,Stelae,Unknown,Content Management Software Solutions,Chennai,earlsfield capital,Private Equity,2000000.0,http://www.stelae-technologies.com/
2381,2015-11-26,GoQii,Unknown,Fitness Tracking Management Solutions,Mumbai,"new enterprise associates, cheetah mobile",Private Equity,13400000.0,http://www.GoQii.com
2382,2015-11-25,Tooler,Unknown,On Demand Laundry Services App,New Delhi,"raghu khanna, sameer gupta",Seed Funding,110000.0,http://www.tooler.in/#/home
2383,2015-11-25,EarlySalary.com,Unknown,Mobile App based Loan disbursement platform,Mumbai,ashok agarwal,Seed Funding,1500000.0,
2384,2015-11-25,S Chand,Unknown,Education Content Provider,New Delhi,ifc everstone group,Private Equity,27000000.0,https://www.schandpublishing.com/
2385,2015-11-24,ServX,Unknown,Automotive Services platform,New Delhi,manish gupta,Seed Funding,2000000.0,
2386,2015-11-24,Naaptol,Unknown,Online and TV Shopping Marketplace,Mumbai,"mitsui & co., new enterprise associates, canaan partners, silicon valley bank",Private Equity,52000000.0,http://www.Naaptol.com
2387,2015-11-24,Crayon Data,Unknown,Big Data Analytics Platform,Chennai/ Singapore,ratan tata,Private Equity,2000000.0,
2388,2015-11-24,Stylofie,Unknown,Health and Beauty Services Marketplace,Gurgaon,swastika,Seed Funding,250000.0,
2389,2015-11-23,Medikoe,Unknown,Healthcare Services Discovery platform,Bangalore,anil menon,Seed Funding,100000.0,http://medikoe.com/
2390,2015-11-23,RentoMojo,Unknown,"Online Furniture, Home Appliances Rental Platform",Bangalore,"idg ventures india,  accel partners india",Private Equity,2000000.0,http://www.rentomojo.com/
2392,2015-11-21,Caravan Craft,Unknown,Indian Ethnic Crafts Etailer,Bangalore,"unitus seed fund, bijou kurien, narayan ramachandran",Private Equity,1200000.0,http://caravancraft.com/
2393,2015-11-21,Healers At Home,Unknown,"Home Healthcare Services platform,",New Delhi,"daljit singh, dr. pramath raj sinha, bvr mohan reddy",Seed Funding,2000000.0,http://www.healersathome.com/
2394,2015-11-20,HeyPillow,Unknown,Online Real Estate Marketplace,Bangalore,hampton capital,Private Equity,3000000.0,http://www.heypillow.com/
2396,2015-11-20,Medinfi,Unknown,Health-Tech platform,Bangalore,"ram kumar kakani, pradeep k jaisingh, sunil t v, vijay ghadge, hemant kaul, gurmeet chahal & others",Seed Funding,305000.0,http://www.medinfi.com/
2397,2015-11-20,Shopsense,Unknown,ecommerce related software product platform,Mumbai,"kae capital, kunal bahl, rohit bansal",Seed Funding,2000000.0,http://www.shopsense.co/
2398,2015-11-20,MindTickle,Unknown,Sales & Productivity Software,Pune / US,new enterprise associates,Private Equity,12500000.0,http://www.mindtickle.com/
2399,2015-11-19,PlaceofOrigin,Unknown,Online Gourmet Food Marketplace,Bangalore,"s.d. shibulal, kris gopalakrishnan, srinath batni, professor tarun khanna,  ganapathy venugopal.",Seed Funding,2000000.0,http://www.placeoforigin.in/
2400,2015-11-19,SenseGiz,Unknown,Smartwatch Maker,Belgaum,karnataka semiconductor venture capital firm,Seed Funding,500000.0,http://sensegiz.com/
2401,2015-11-19,Fourseven,Unknown,Online Jewellery etailer,New Delhi,indian angel network,Seed Funding,455000.0,
2402,2015-11-19,AHA Taxis,Unknown,Online Taxi Rental Platform,Noida,ah! ventures,Seed Funding,2000000.0,http://www.ahataxis.com/
2403,2015-11-19,UrbanClap,Unknown,Mobile Services Marketplace,Gurgaon,"bessemer venture partner, accel, saif partners",Private Equity,25000000.0,https://www.urbanclap.com/
2404,2015-11-18,Goodbox,Unknown,conversational commerce mobile app,Bangalore,nexus venture partners,Private Equity,2500000.0,http://goodbox.in/
2405,2015-11-18,ScoopWhoop,Unknown,Viral Content web Platform,New Delhi,kalaari capital,Private Equity,4000000.0,http://www.scoopwhoop.com/
2406,2015-11-18,Ola,Unknown,Car Aggregator & Retail Mobile App,Bangalore,"baillie gifford, falcon edge capital, tiger global, softbank group, dst global, didi kuaidi",Private Equity,500000000.0,https://www.olacabs.com/
2407,2015-11-18,Hipship,Unknown,Express local delivery platform,Bangalore,"inara capital , rishi khiani",Seed Funding,2000000.0,
2408,2015-11-18,Pickrr,Unknown,On-Demand Local Logistics provider,New Delhi,palaash ventures,Seed Funding,2000000.0,http://pickrr.com/
2409,2015-11-18,Truelancer,Unknown,Curated Freelancer Marketplace,New Delhi,"blackstone valley group, raghu vohra, aditya dev sood, kamal bansal",Seed Funding,2000000.0,http://www.truelancer.com
2410,2015-11-17,StyleTag,Unknown,Designer fashion Jewellery Marketplace,Bangalore,jitu virwani,Seed Funding,7500000.0,http://www.styletag.com/
2411,2015-11-17,CraftsVilla,Unknown,Women Ethnic Wear  Online Marketplace,Mumbai,"sequoia india, lightspeed venture partners, nexus venture partners, global founders capital, apoletto",Private Equity,34000000.0,http://www.CraftsVilla.com
2412,2015-11-17,Julia Computing,Unknown,Numerical Computing & Data Science Platform,Bangalore,gordon and betty moore foundation,Seed Funding,600000.0,http://juliacomputing.com/
2413,2015-11-17,BiBox,Unknown,Kids Tool kit for Innovation platform,Bangalore,ravi krishnamurthy,Seed Funding,530000.0,http://www.bibox.in/
2414,2015-11-17,Smytten,Unknown,Online Products Discovery Platform,Gurgaon,"rimpal chawla, anuj srivastava",Seed Funding,200000.0,http://smytten.com/
2415,2015-11-17,Convegenius,Unknown,Mobile Learning Solutions,Noida / Singapore,enablers platform,Seed Funding,300000.0,http://convegenius.in/
2416,2015-11-16,Renowala,Unknown,Home Improvement Service platform,Hyderabad,logtally,Seed Funding,2000000.0,http://renowala.com/
2417,2015-11-16,Absentia,Unknown,Virtual Reality Headset creator,Bangalore,"astarc ventures, 50k ventures & others",Seed Funding,180000.0,http://www.absentiavr.com/
2418,2015-11-16,Cashkaro.com,Unknown,Ecommerce Discount & Cashback coupons platform,Gurgaon,kalaari capital,Private Equity,3700000.0,http://Cashkaro.com
2419,2015-11-16,TaskBucks,Unknown,mobile-only tasks marketplace,New Delhi,times internet,Private Equity,15000000.0,http://www.taskbucks.com/
2420,2015-11-13,Flashdoor,Unknown,On Demand Laundry Service platform,Bangalore,"sujeet kumar, ankit nagori, traxcn labs",Seed Funding,2000000.0,
2421,2015-11-12,Hitwicket,Unknown,Cricket Management Mobile Game,Hyderabad,chennai angels,Seed Funding,250000.0,http://hitwicket.com/
2422,2015-11-11,6Degree,Unknown,Talent platform for Fashion professionals,Goa/Hyderabad,"centre for incubation & business acceleration (ciba), goa",Seed Funding,2000000.0,http://6degree.co/
2423,2015-11-11,Gingercrush,Unknown,Product Customization Platform,Vadodara,tv mohandas pai’s family office,Seed Funding,2000000.0,http://www.gingercrush.com/
2424,2015-11-11,Delight Foods,Unknown,Branded Food products online sales,Bangalore,"lensbridge capital, mape advisory group, fireside ventures",Private Equity,600000.0,http://www.delightfoods.com/
2425,2015-11-11,RenewBuy,Unknown,Auto Insurance Online platform,Gurgaon,mount nathan advisors pte ltd,Seed Funding,500000.0,https://www.renewbuy.com/
2426,2015-11-11,Grab,Unknown,Hyperlocal Logistics Service Provider,Mumbai,sixth sense ventures,Seed Funding,2000000.0,http://www.grab.in/
2427,2015-11-10,Chefs Basket,Unknown,Ready to cook packaged Foods,Mumbai,"saif partners, haresh chawla",Private Equity,6000000.0,http://chefsbasket.com/
2428,2015-11-09,Zilingo,Unknown,Marketplace App for Bangkok,Bangalore/ Bangkok,"sequoia india, beenext ventures, kunal shah & sandeep tandon",Private Equity,1900000.0,http://www.zilingo.com/
2429,2015-11-09,AppVirality,Unknown,"Mobile Growth Hacking
Platform",Hyderabad,"rajan anandan, mike galgon, ravi gururaj, ashim mehra,  mohit saxena, internet group, tnn capital and others",Seed Funding,500000.0,https://www.appvirality.com/
2430,2015-11-09,iStar Skill Development,Unknown,Skill Training Startup,Bangalore,"michael & susan dell foundation, unitus seed fund",Private Equity,1500000.0,http://istarindia.weebly.com/
2431,2015-11-09,BigStylist.com,Unknown,Beauty and Wellness Marketplace,Mumbai,info edge,Private Equity,1000000.0,
2433,2015-11-09,Didi,Unknown,On-demand Maids Service Provider,Mumbai,"jozef bardik, leo wang sangeeth ram",Seed Funding,150000.0,http://mydidi.in/
2434,2015-11-06,Soothe Healthcare,Unknown,affordable Personal Healthcare Products,Noida,saina nehwal,Seed Funding,2000000.0,
2435,2015-11-06,RepUp,Unknown,Online Reputation Management Platform,Gurgaon,indian angel network,Seed Funding,2000000.0,http://repup.co/
2436,2015-11-06,Satvacart,Unknown,Online Grocery platform,Gurgaon,undisclosed hnis,Private Equity,1800000.0,http://www.satvacart.com/
2437,2015-11-06,POPxo.com,Unknown,Online content platform for women,New Delhi,"idg ventures india, kalaari capital, 500 startups",Private Equity,2000000.0,
2438,2015-11-06,SparesHub,Unknown,Online Vehicle Spare Parts etailer,Pune,"hyderabad angels, m&s partners",Seed Funding,460000.0,http://spareshub.com/
2439,2015-11-06,Yuvi Hospitality,Unknown,Premium dining Lounges & restaurants,Gurgaon,chandralekha construction pvt. ltd.,Private Equity,15000000.0,
2440,2015-11-06,Explara,Unknown,Event Ticketing platform,Pune,"hyderabad angels, singapore angel network, ness wadia",Private Equity,490000.0,http://www.Explara.com
2441,2015-11-05,BookMyBai,Unknown,Domestic Help Aggregation platform,Mumbai,vineel nalla & others,Seed Funding,150000.0,http://www.bookmybai.com/
2442,2015-11-05,Bobble,Unknown,Selfie Mobile App,New Delhi,saif partners & others,Private Equity,2000000.0,http://bobbleapp.me/
2444,2015-11-04,YourDOST,Unknown,Online Counselling and psychological support platform,Gwalior,"phanindra sama, aprameya radhakrishna, aneesh reddy, neeraj jawalkar, sanjay anandaram, pavan ongole, venk krishnan",Seed Funding,400000.0,https://yourdost.com/#!
2445,2015-11-04,Paytunes,Unknown,Voice Call incentivization mobile app,New Delhi,cio angel network,Seed Funding,2000000.0,https://www.paytunes.in/paytunes/front
2446,2015-11-04,Shirsa Labs,Unknown,Digital Intelligent learning platform,Mumbai,ah! ventures,Seed Funding,250000.0,http://shirsa.in/
2447,2015-11-03,Pokkt,Unknown,Alternate Mobile Monetization platform,Mumbai,"segnel venture, shinji kimura, sundar chanrai, jafco asia, singtel’s innov8, jungle ventures, k ganesh",Private Equity,5000000.0,http://www.pokkt.com/main
2448,2015-11-03,Bidgely,Unknown,Efficient Energy Management platform,USA/India,"constellation technology ventures (exelon corporation), e.on, rwe, khosla ventures",Private Equity,16600000.0,http://www.bidgely.com/
2449,2015-11-03,Deyor Rooms,Unknown,Budget Hotels Aggregator,New Delhi,dheeraj jain & others,Seed Funding,500000.0,
2450,2015-11-03,Stuffed,Unknown,Quick Service Restaurant & Online Delivery,Mumbai,riqueza capital,Seed Funding,385000.0,http://stuffed.co.in/
2452,2015-11-03,Sabse,Unknown,WiFi – first Cloud communication platform,Mumbai,ratan tata,Private Equity,2000000.0,http://www.sabse.com/
2453,2015-11-03,Findyahan,Unknown,hyperlocal online Services platform,Noida,times group brand capital,Private Equity,2000000.0,http://www.findyahan.com/
2454,2015-11-03,boibanit,Unknown,Online Food Ordering Marketplace,Vadodara,"varun ahuja, anubhav verma",Seed Funding,150000.0,
2455,2015-11-02,CityFlo,Unknown,Bus Aggregation and rental mobile app,Mumbai,idg ventures,Seed Funding,750000.0,https://www.cityflo.com/
2456,2015-11-02,Twigly,Unknown,Online Food Ordering & Delivery platform,Gurgaon,"amit gupta, sahil barua, mukul singhal, tracxn labs",Seed Funding,200000.0,http://twigly.in/
2457,2015-10-31,Jugnoo,Unknown,Autorickshaw Aggregator & Booking platform,Chandigarh,paytm,Private Equity,10000000.0,https://jugnoo.in/
2458,2015-10-30,TinyOwl,Unknown,Food Discovery & Delivery Mobile app,Mumbai,"sequoia capital, matrix partners",Private Equity,7500000.0,
2459,2015-10-30,Niki.ai,Unknown,Artificial Intelligence Ecommerce Chatbot,Bangalore,unilazer ventures,Seed Funding,2000000.0,https://niki.ai/
2460,2015-10-30,Instavans,Unknown,Truck Aggregator & Logistics service,Bangalore,suresh vaswani,Seed Funding,2000000.0,http://instavans.com/
2461,2015-10-30,LiftO,Unknown,Ridesharing Mobile app,Mumbai,"rajesh bhatia, dheeraj mehta & others",Seed Funding,130000.0,http://lifto.in/
2462,2015-10-30,Toppr.com,Unknown,Competitive exam learning platform,Mumbai,innoven capital,Private Equity,2000000.0,https://www.toppr.com/
2463,2015-10-30,BeaconsTalk,Unknown,proximity marketing & Mobile Advertising platform,Mumbai,puneet bhatia & others,Seed Funding,80000.0,
2464,2015-10-30,Kleeto,Unknown,Document Digitization platform,Gurgaon,grex,Seed Funding,230000.0,
2465,2015-10-29,Tavaga,Unknown,Investment management platform,Mumbai,tracxn syndicate,Seed Funding,2000000.0,
2466,2015-10-29,Moglix,Unknown,Industrial Toons Marketplace,Noida,"accel partner, jungle ventures",Private Equity,2000000.0,http://www.moglix.com/
2467,2015-10-29,ZopHop,Unknown,Public Commute helper App,Mumbai,"amit singhal, pk gulati & others",Seed Funding,450000.0,http://www.zophop.com/
2468,2015-10-28,UrDoorStep,Unknown,Online Grocery Store,Bangalore,jupiter capital,Private Equity,2000000.0,http://www.urdoorstep.com/
2469,2015-10-28,Smartivity.in,Unknown,Virtual Reality activity based learning platform,New Delhi,s chand and co pvt ltd,Seed Funding,200000.0,
2470,2015-10-28,ORIGA Leasing,Unknown,Asset Financing platform,Mumbai,"ah! ventures, 500 startups & other hnis",Seed Funding,1100000.0,http://origaleasing.com/
2471,2015-10-27,Care24,Unknown,Professional Health Services Platform,Mumbai,india quotient,Seed Funding,350000.0,http://care24.co.in/
2472,2015-10-27,Jombay,Unknown,Psychometric Test Online Software,Pune,ventureworks india,Private Equity,2000000.0,http://products.jombay.com/
2473,2015-10-27,Happitoo,Unknown,Location based Nightlife recommendation  Platform,Mumbai,unnamed investor,Seed Funding,77000.0,
2474,2015-10-27,Roadrunnr,Unknown,Hyperlocal Logistics Service,Bangalore,"sequoia capital, nexus venture partners",Private Equity,10000000.0,
2475,2015-10-27,Simpli5d,Unknown,Online user engagement platform,Gurgaon,"redcliffe capital, yournest angel fund",Private Equity,2000000.0,http://nlpcaptcha.in/en/index.html
2476,2015-10-26,Flexing It,Unknown,Professionals & Project Search Marketplace,New Delhi,undisclosed private investors,Seed Funding,500000.0,http://www.flexingit.com/
2477,2015-10-26,Parcelled,Unknown,Online Logistics Platform,Bangalore,delhivery,Private Equity,5000000.0,
2478,2015-10-26,AlmaMapper,Unknown,Online Student & Campus Social Networking platform,Ahmedabad,oswal techno ventures llp,Seed Funding,400000.0,
2479,2015-10-26,Netmeds.com,Unknown,Online Pharmacy,Chennai,"orbimed, pradip dadha group",Private Equity,50000000.0,http://www.Netmeds.com
2480,2015-10-26,Razorpay,Unknown,Online Payment Gateway,Jaipur,"tiger global management, matrix partners",Private Equity,9000000.0,http://razorpay.com/
2481,2015-10-23,Qik Stay,Unknown,Hotel Aggregator & booking platform,New Delhi,id enablers pvt ltd,Seed Funding,250000.0,http://qikstay.com/
2482,2015-10-23,Frsh,Unknown,Online food ordering & Delivery service,Gurgaon,"mumbai angels, mayank bhangdia, kae capital",Private Equity,1000000.0,http://frsh.com/#/
2485,2015-10-21,White Owl Brewery,Unknown,Micro-Brewery,Mumbai,"arihant patni, raay global investments",Private Equity,1530000.0,http://whiteowl.in/
2486,2015-10-21,Stockal,Unknown,Personalized Stock Intelligence Platform,Bangalore,"r natarajan, mohan alexander",Seed Funding,2000000.0,http://stockal.com/
2487,2015-10-21,MealHopper,Unknown,Home Made Food Marketplace,Gurgaon,"alok bajpai, rajnish kumar, amit dey",Seed Funding,100000.0,
2488,2015-10-21,Zenify.in,Unknown,residential rental management platform,Bangalore,"atul jalan, shrikanth & bharath",Seed Funding,640000.0,https://www.zenify.in/
2489,2015-10-21,AgentDesks,Unknown,Real Estate Mobile CRM,New York/ India,"sierra ventures, cota capital, vegas tech fund",Seed Funding,2950000.0,http://www.agentdesks.com/
2490,2015-10-21,Jiyo Natural,Unknown,Healthy Meals Food delivery platform,Bangalore,indian angel network,Seed Funding,2000000.0,http://www.jiyonatural.com/
2491,2015-10-20,iChef.in,Unknown,Gourmet Meals Delivery,Mumbai,springboard ventures,Private Equity,2000000.0,http://ichef.in/#/home
2492,2015-10-20,Opinio,Unknown,Last Mile Delivery Service,Bangalore,"delhivery, sands capital and accel partners",Private Equity,7000000.0,
2493,2015-10-20,PrimaSeller,Unknown,Order Fulfillment SAAS platform,Bangalore,"dr. aniruddha malpani manish gupta, m&s partners & others",Seed Funding,2000000.0,https://primaseller.com/
2494,2015-10-20,Attune Technologies,Unknown,Healthcare IT Solutions & services,Chennai,"qualcomm venture, norwest venture partners",Private Equity,10000000.0,http://attunelive.com/
2495,2015-10-19,Holidify,Unknown,Travel Destination Discovery platform,New Delhi,aarti group,Seed Funding,100000.0,http://www.holidify.com/
2496,2015-10-19,Citrus Payment,Unknown,Payments Solution platform,Mumbai,"sequoia capital, ascent capital, econtext asia, beenos asia",Private Equity,25000000.0,http://www.citruspay.com/
2497,2015-10-19,LetsVenture,Unknown,Startup Funding Marketplace,Bangalore,"accel partners, anupam mittal & other marquee investors",Private Equity,2000000.0,https://letsventure.com/
2498,2015-10-17,S-Cube Futuretech,Unknown,Structural & Civil Engg Service Automation,Mumbai,parampara capital,Private Equity,1000000.0,http://www.s-cube.in/
2499,2015-10-16,mShipper,Unknown,Crowdsourced Delivery platform,New Delhi,vijai laxmi,Seed Funding,2000000.0,
2500,2015-10-16,Homers.in,Unknown,Home rental platform,Gurgaon,"devesh rai g, rajesh aggarwal, amitpal bhutani",Seed Funding,2000000.0,
2501,2015-10-16,BolRealty,Unknown,Real Estate Insights platform,New Delhi,manpreet singh,Seed Funding,2000000.0,
2502,2015-10-15,Bounty App,Unknown,Online Purchase rewards app,Bangalore,"fireside ventures, mumbai angels mape advisory group.",Seed Funding,2000000.0,
2504,2015-10-14,Gaana.com,Unknown,Music Streaming mobile app,Mumbai,micromax informatics ltd,Private Equity,2000000.0,http://Gaana.com
2505,2015-10-14,AskMyGift,Unknown,Personalized Wish List creator app,Noida,turning ideas,Seed Funding,50000.0,http://askmygift.com/
2506,2015-10-14,GymTrekker,Unknown,Gym Discovery platform,Mumbai,"dewang neralla,roopak taneja, manisha gupta",Seed Funding,2000000.0,http://www.gymtrekker.com/
2507,2015-10-13,Lookup,Unknown,Mobile Messaging Assistant App,Bangalore,"khosla impact, biz stone, catamaran ventures, global founders capital, european investment fund",Private Equity,2500000.0,
2508,2015-10-13,Voodoo,Unknown,Mobile Only Shopping Assistant,New Delhi,saif partners,Seed Funding,1000000.0,http://voodoo-mobile.com/
2509,2015-10-12,Bizongo,Unknown,B2B marketplace for industrial goods,Mumbai,accel partners,Seed Funding,2000000.0,https://bizongo.in/
2510,2015-10-12,Zify,Unknown,Ride Sharing platform,Hyderabad,sean o’sullivan & others,Seed Funding,190000.0,http://zify.co
2511,2015-10-12,Faircent,Unknown,Online P2P lending marketplace,Gurgaon,aarin capital partners,Private Equity,2000000.0,http://www.Faircent.com
2512,2015-10-12,Gridle,Unknown,Cloud Based Collaboration platform,Ahmedabad,letsventure,Seed Funding,100000.0,https://gridle.io/
2513,2015-10-12,Mubble,Unknown,Prepaid Bill manager App,Bangalore,accel partners,Private Equity,2000000.0,http://www.mubble.in/
2514,2015-10-12,Tripoto,Unknown,global community for travellers,New Delhi,"500 startups, idg ventures & advantedge fund, neeraj arora, leon seynave",Private Equity,2000000.0,http://www.tripoto.com/
2515,2015-10-09,Inayo,Unknown,on-demand healthcare marketplace,Mumbai,"kemark ventures, amit ranjan, zishaan hayath and others",Seed Funding,300000.0,
2517,2015-10-09,Curofy,Unknown,Doctors Network Mobile App,New Delhi,roundglass partners,Private Equity,2000000.0,https://curofy.com/
2518,2015-10-09,Cloud Lending,Unknown,End-to-End Lending platform,Bangalore / San Mateo,sf capital group,Private Equity,8000000.0,http://cloudlendinginc.com/
2519,2015-10-09,Kulzy,Unknown,Advertising & Marketing Community Networking platform,New Delhi,"seedfund, bedrock ventures",Seed Funding,1000000.0,https://www.kulzy.com/
2520,2015-10-09,WoNoBo,Unknown,360-degree view creating platform,Bangalore,quikr,Private Equity,2000000.0,
2521,2015-10-09,Zeppery,Unknown,Food Ordering & Delivery App,New Delhi,suyash sharma,Seed Funding,77000.0,
2522,2015-10-08,Mobikon,Unknown,Hotel Mobile CRM Software platform,Pune / Singapore,"life.sreda, qualgro",Private Equity,2000000.0,http://www.mobikontech.com/
2523,2015-10-08,ZuperMeal,Unknown,Home Cooked Food marketplace & Delivery,Mumbai,"sanjeev kapoor,  ravi saxena & others",Private Equity,2000000.0,
2524,2015-10-08,Cube26,Unknown,Gesture based Mobile Development,New Delhi,"tiger global management, flipkart",Private Equity,7700000.0,
2525,2015-10-08,Grabhouse,Unknown,Rental Accommodation Search platform,Bangalore,sequoia and kalaari capital.,Private Equity,10000000.0,https://grabhouse.com/
2526,2015-10-08,Quifers,Unknown,Logistics Tech Platform,Mumbai,"vikas agarwal, vishal khare, sanjeev kakkar, smile group",Seed Funding,310000.0,http://www.quifers.com/
2527,2015-10-07,GoJavas,Unknown,Delivery & Logistics Service provider,Gurgaon,snapdeal,Private Equity,20000000.0,http://gojavas.com/
2528,2015-10-07,Naturally Yours,Unknown,Organic Food etailer,Mumbai,sanjay mehta,Seed Funding,2000000.0,http://www.naturallyyours.in/
2529,2015-10-07,SchoolGuru,Unknown,E-Learning Service Provider,Mumbai,high networth individuals from india & usa,Private Equity,3000000.0,http://www.schoolguru.in/
2530,2015-10-07,Scandid,Unknown,Product Discovery & comparison App,Pune,micromax informatics,Private Equity,2000000.0,http://scandid.in/
2531,2015-10-07,StalkBuyLove,Unknown,Online Apparels Fashion brand,New Delhi,"mato peric, peter kabel & others",Private Equity,2000000.0,http://www.stalkbuylove.com/
2532,2015-10-06,Welcome Cure,Unknown,Online Homeopathy Clinic,Mumbai,unnamed media house and hnis,Private Equity,6000000.0,http://www.welcomecure.com/
2533,2015-10-06,Burger Singh,Unknown,QSR & Online delivery portal,Gurgaon,"ashvin chadha, avtar monga, udaan angels, dheeraj jain",Seed Funding,500000.0,http://burgersinghonline.com/
2534,2015-10-06,SportyBeans,Unknown,multi-sport program for preschoolers,Pune,youwecan ventures,Seed Funding,2000000.0,http://www.sportybeans.com/
2535,2015-10-06,SportzVillage,Unknown,Sports Management & Physical Education Business,Bangalore,gaja capital private equity fund,Private Equity,10000000.0,http://www.sportzvillage.com/
2536,2015-10-06,WorkIndia,Unknown,Job Board,Mumbai,"satyen kothari, keshav sanghi, riddhesh gandhi & others",Seed Funding,500000.0,http://www.workindia.in/
2537,2015-10-06,DocPlexus,Unknown,Exclusive Platform for Doctors & Healthcare professionals,Pune,"uniqorn ventures, asp consulting",Seed Funding,700000.0,http://www.docplexus.in/
2538,2015-10-05,Voylla,Unknown,Fashion jewelry and accessories e-tailer,Jaipur,peepul capital,Private Equity,15000000.0,http://www.voylla.com/
2539,2015-10-05,Nykaa,Unknown,Beauty & Wellness Products e-tailer,Mumbai,"harsh mariwala, atul nishar, dalip pathak, michael carlos",Private Equity,9500000.0,http://www.nykaa.com/
2540,2015-10-05,IndiaLends,Unknown,Online Consumer Lending platform,New Delhi,"dsg consumer partners, paragon partners",Private Equity,1000000.0,https://indialends.com/
2541,2015-10-05,Rock N Shop,Unknown,Premium Apparel shopping portal,New Delhi,high networth individuals (undisclosed),Seed Funding,150000.0,http://www.rocknshop.com/
2542,2015-10-03,Chillr,Unknown,Mobile Payments App,Mumbai,sequoia capital,Private Equity,6000000.0,https://www.chillr.in/
2543,2015-10-02,Shopalyst,Unknown,Product discovery & recommendation platform,Bangalore,kalaari capital,Private Equity,2000000.0,http://www.shopalyst.com/
2544,2015-10-01,EasyFix,Unknown,Professional Services Marketplace,Gurgaon,axilor ventures,Seed Funding,2000000.0,http://www.easyfix.in/
2545,2015-10-01,Indifi,Unknown,Easy Business Loans platform,Gurgaon,"accel partners, elevar equity, pramod bhasin, rajan anandan, gaurav dalmia, abhishek goyal, gagan hasteer , arun tadanki",Seed Funding,2000000.0,http://www.indifi.com/
2546,2015-10-01,Wydr,Unknown,Performance based Wholesale Marketplace,New Delhi,sandeep aggarwal,Seed Funding,2000000.0,http://wydr.in/
2547,2015-10-01,Muvizz,Unknown,Movie-on-demand platform,Singapore,"ashish todi, abhinav patodia, kumar shwetabh",Seed Funding,350000.0,
2548,2015-10-01,Abhibus,Unknown,bus ticketing and fleet management platform,Hyderabad,paytm (one97 communications),Private Equity,2000000.0,http://www.abhibus.com/
2549,2015-10-01,Cleartax,Unknown,Online Income Tax Filing platform,New Delhi,paytm (one97 communications),Private Equity,2000000.0,https://cleartax.in/
2550,2015-09-30,Eywa Media,Unknown,Digital Signal processing platform,Bangalore,"ah! ventures, viktor koenig pe fund, mantra ventures",Seed Funding,1000000.0,http://eywamedia.com/
2551,2015-09-30,FirstTouch,Unknown,Local Mobile OS,Gurgaon,"kunal bahl, rohit bansal, pranay chulet, naveen tiwari, amit gupta, mayank singhal",Seed Funding,2000000.0,http://www.firstouchmobile.com/
2552,2015-09-30,RedDoorz,Unknown,Budget Accommodation Platform,Noida,jungle ventures,Seed Funding,1000000.0,https://www.reddoorz.com/india/
2553,2015-09-30,Infoworks,Unknown,Big Data Management Platform,Bangalore / USA,"nexus venture partners, knoll ventures and others",Private Equity,5000000.0,http://Infoworks.io
2554,2015-09-29,Zakoopi,Unknown,Fashion Discovery platform,New Delhi,uniqorn ventures,Seed Funding,350000.0,
2555,2015-09-29,LoanCircle,Unknown,Consumer lending marketplace,Bangalore,"zishaan hayath, rahul khanna & others",Seed Funding,2000000.0,http://www.Loancircle.in
2556,2015-09-29,Brigge,Unknown,Activity Based Social Network,Chennai,the chennai angels,Seed Funding,2000000.0,
2557,2015-09-29,Hugefly,Unknown,Ecommerce Product recommendation platform,Pune,mayank singhal and others,Seed Funding,2000000.0,
2558,2015-09-29,Paytm,Unknown,E-Commerce & M-Commerce platform,New Delhi,"alibaba group, ant financial",Private Equity,680000000.0,http://www.paytm.com
2559,2015-09-29,Inmobi,Unknown,Mobile Advertising platform,Bangalore,tennenbaum capital partners & others,Private Equity,100000000.0,http://www.inmobi.com/
2560,2015-09-29,Peppertap,Unknown,Hyperlocal Grocery Delivery,Gurgaon,"sequoia india, saif partners.",Private Equity,36000000.0,
2561,2015-09-28,Ola Cabs,Unknown,Cab Booking app platform,Bangalore,didi kuaidi,Private Equity,30000000.0,https://www.olacabs.com/
2562,2015-09-28,Quickli,Unknown,hyperlocal delivery platform,New Delhi,"500 startups, mato peric & others",Seed Funding,2000000.0,
2563,2015-09-25,TravelKhana,Unknown,online meal-booking platform for train travelers,New Delhi,astarc ventures & others,Seed Funding,2000000.0,http://www.TravelKhana.com
2564,2015-09-24,Licious,Unknown,Online Meat Ordering platform,Bangalore,"kanwaljit singh, tv mohandas pai",Seed Funding,1000000.0,http://www.licious.in/
2565,2015-09-24,Fourth Partner Energy,Unknown,Solar Power Solutions company,Hyderabad,"infuse ventures, the chennai angels",Private Equity,2000000.0,http://www.fourthpartner.co/
2566,2015-09-24,Capabiliti,Unknown,Employee OnBoarding & Orientation platform,Noida,"500 startups, smile multimedia, kunal bahl, rohit bansal, girish matrubootham",Seed Funding,400000.0,
2567,2015-09-24,Quintype,Unknown,Data Driven Publishing platform,Bangalore,raghav bahl,Private Equity,3300000.0,https://www.quintype.com/
2568,2015-09-23,SilverPush,Unknown,Cross-device retargeting platform,Gurgaon / SFO,m&s partners,Private Equity,1200000.0,http://www.silverpush.co/
